filename	is_connected	largest_cc_nodes	total_nodes	largest_cc_ratio
622312.npz	False	21	255	0.08235294117647059
6238.npz	False	1005	1547	0.649644473173885
6239.npz	False	7982	8091	0.9865282412557163
626369.npz	False	113	259	0.4362934362934363
626418.npz	False	465	708	0.6567796610169492
626522.npz	False	138	257	0.5369649805447471
626523.npz	False	24	207	0.11594202898550725
626939.npz	False	50	289	0.17301038062283736
627192.npz	False	675	870	0.7758620689655172
62928.npz	False	861	1202	0.71630615640599
629741.npz	False	36	250	0.144
62977.npz	False	813	916	0.8875545851528385
632292.npz	False	424	658	0.6443768996960486
632335.npz	False	402	560	0.7178571428571429
632518.npz	False	403	582	0.6924398625429553
632772.npz	False	1394	1773	0.7862380146644106
633131.npz	False	148	517	0.2862669245647969
633147.npz	False	347	474	0.7320675105485233
633148.npz	False	164	236	0.6949152542372882
633149.npz	False	539	744	0.7244623655913979
6334.npz	False	783	1453	0.5388850653819683
633697.npz	False	63	344	0.18313953488372092
634176.npz	False	502	683	0.7349926793557833
634177.npz	False	619	747	0.8286479250334672
634452.npz	False	591	723	0.8174273858921162
634497.npz	False	451	705	0.6397163120567376
634498.npz	False	27	234	0.11538461538461539
634499.npz	False	711	1039	0.6843118383060636
634500.npz	False	1115	1505	0.7408637873754153
634503.npz	False	703	984	0.7144308943089431
634504.npz	False	292	419	0.6968973747016707
634956.npz	False	775	1054	0.7352941176470589
634994.npz	False	197	401	0.4912718204488778
635013.npz	False	436	671	0.6497764530551415
63737.npz	False	898	1193	0.7527242246437552
637389.npz	False	93	377	0.246684350132626
637905.npz	False	716	903	0.7929125138427464
637910.npz	False	1003	1388	0.7226224783861671
637911.npz	False	61	325	0.18769230769230769
638300.npz	False	199	391	0.5089514066496164
638301.npz	False	103	232	0.44396551724137934
638302.npz	False	102	359	0.2841225626740947
638303.npz	False	397	532	0.7462406015037594
639282.npz	False	436	624	0.6987179487179487
639283.npz	False	861	1208	0.7127483443708609
640081.npz	False	624	891	0.7003367003367004
640132.npz	False	515	637	0.8084772370486656
640510.npz	False	1200	1610	0.7453416149068323
640511.npz	False	1337	1792	0.74609375
640512.npz	False	416	778	0.5347043701799485
640513.npz	False	1030	1405	0.7330960854092526
64091.npz	False	313	464	0.6745689655172413
641146.npz	False	71	212	0.33490566037735847
641147.npz	False	75	258	0.29069767441860467
641149.npz	False	57	335	0.1701492537313433
641491.npz	False	556	897	0.6198439241917503
641892.npz	False	16	52	0.3076923076923077
642492.npz	False	559	872	0.6410550458715596
643562.npz	False	503	781	0.6440460947503202
643648.npz	False	400	593	0.6745362563237775
643867.npz	False	526	634	0.8296529968454258
644076.npz	False	437	704	0.6207386363636364
644107.npz	False	123	546	0.22527472527472528
644223.npz	False	630	1160	0.5431034482758621
644281.npz	False	332	468	0.7094017094017094
644282.npz	False	527	764	0.6897905759162304
644283.npz	False	928	1204	0.770764119601329
644284.npz	False	282	417	0.6762589928057554
644295.npz	False	350	489	0.7157464212678937
644548.npz	False	132	530	0.2490566037735849
64471.npz	False	492	690	0.7130434782608696
644966.npz	False	480	689	0.6966618287373004
645127.npz	False	461	599	0.7696160267111853
645465.npz	False	498	869	0.57307249712313
645512.npz	False	76	289	0.2629757785467128
645991.npz	False	424	723	0.5864453665283541
647113.npz	False	341	439	0.7767653758542141
648757.npz	False	736	956	0.7698744769874477
648996.npz	False	403	510	0.7901960784313725
649349.npz	False	499	638	0.7821316614420063
649638.npz	False	543	766	0.7088772845953003
649639.npz	False	688	974	0.7063655030800822
649743.npz	False	77	268	0.2873134328358209
649754.npz	False	258	474	0.5443037974683544
649761.npz	False	133	249	0.5341365461847389
649764.npz	False	54	273	0.1978021978021978
650150.npz	False	225	369	0.6097560975609756
652103.npz	False	946	1339	0.7064973861090366
653045.npz	False	1259	1662	0.7575210589651022
653733.npz	False	509	681	0.7474302496328928
65393.npz	False	703	952	0.7384453781512605
655811.npz	False	132	243	0.5432098765432098
655812.npz	False	136	399	0.3408521303258145
655813.npz	False	113	328	0.3445121951219512
655815.npz	False	651	779	0.8356867779204108
656024.npz	False	293	518	0.5656370656370656
656519.npz	False	474	641	0.7394695787831513
657309.npz	False	527	682	0.7727272727272727
657313.npz	False	468	628	0.7452229299363057
657314.npz	False	483	696	0.6939655172413793
657318.npz	False	404	622	0.6495176848874598
657319.npz	False	300	434	0.6912442396313364
657321.npz	False	246	367	0.670299727520436
657322.npz	False	366	524	0.6984732824427481
657323.npz	False	478	699	0.6838340486409156
657324.npz	False	58	285	0.20350877192982456
658086.npz	False	25	222	0.11261261261261261
658088.npz	False	25	184	0.1358695652173913
658172.npz	False	253	342	0.7397660818713451
658187.npz	False	30	250	0.12
658655.npz	False	16	200	0.08
658659.npz	False	253	449	0.5634743875278396
660470.npz	False	400	569	0.70298769771529
661367.npz	False	551	682	0.8079178885630498
662755.npz	False	430	571	0.7530647985989493
663202.npz	False	717	1206	0.5945273631840796
663278.npz	False	432	580	0.7448275862068966
663331.npz	False	710	1206	0.5887230514096186
663952.npz	False	71	239	0.29707112970711297
665029.npz	False	726	1036	0.7007722007722008
665571.npz	False	357	588	0.6071428571428571
665959.npz	False	265	427	0.6206088992974239
666510.npz	False	249	355	0.7014084507042253
666681.npz	False	581	735	0.7904761904761904
666684.npz	False	70	439	0.15945330296127563
66692.npz	False	831	1107	0.7506775067750677
667014.npz	False	400	609	0.6568144499178982
667015.npz	False	443	571	0.7758318739054291
667128.npz	False	225	459	0.49019607843137253
667129.npz	False	541	1015	0.5330049261083744
670487.npz	False	425	614	0.6921824104234527
675635.npz	False	1327	1593	0.8330194601381042
675812.npz	False	188	553	0.3399638336347197
675813.npz	False	112	489	0.22903885480572597
675814.npz	False	5	91	0.054945054945054944
675815.npz	False	357	615	0.5804878048780487
675816.npz	False	71	592	0.11993243243243243
675817.npz	False	314	519	0.605009633911368
676032.npz	False	447	528	0.8465909090909091
679189.npz	False	109	211	0.5165876777251185
679190.npz	False	82	215	0.3813953488372093
679191.npz	False	85	206	0.41262135922330095
679192.npz	False	66	124	0.532258064516129
679197.npz	False	235	410	0.573170731707317
679897.npz	False	345	432	0.7986111111111112
679901.npz	False	400	533	0.7504690431519699
679926.npz	False	391	560	0.6982142857142857
679937.npz	False	87	273	0.31868131868131866
680198.npz	False	1093	1458	0.7496570644718793
680646.npz	False	387	550	0.7036363636363636
682634.npz	False	1129	1501	0.7521652231845436
682795.npz	False	785	972	0.8076131687242798
685035.npz	False	93	365	0.2547945205479452
685727.npz	False	947	1206	0.785240464344942
688245.npz	False	723	1102	0.6560798548094374
688246.npz	False	140	300	0.4666666666666667
688269.npz	False	394	534	0.7378277153558053
688270.npz	False	599	709	0.844851904090268
69014.npz	False	288	439	0.6560364464692483
690566.npz	False	849	1031	0.8234723569350145
690850.npz	False	568	887	0.6403607666290868
69293.npz	False	14	45	0.3111111111111111
693661.npz	False	343	473	0.7251585623678647
693746.npz	False	470	692	0.6791907514450867
693977.npz	False	334	427	0.7822014051522248
693979.npz	False	484	620	0.7806451612903226
694427.npz	False	468	624	0.75
694429.npz	False	267	343	0.7784256559766763
6945.npz	False	1211	2052	0.5901559454191033
694569.npz	False	515	703	0.732574679943101
696125.npz	False	276	391	0.7058823529411765
696127.npz	False	187	267	0.700374531835206
696369.npz	False	146	392	0.37244897959183676
696747.npz	False	544	797	0.6825595984943539
697281.npz	False	444	698	0.6361031518624641
697282.npz	False	109	391	0.27877237851662406
697303.npz	False	520	715	0.7272727272727273
697329.npz	False	455	534	0.8520599250936329
698737.npz	False	488	748	0.6524064171122995
698757.npz	False	358	516	0.6937984496124031
698964.npz	False	420	617	0.6807131280388979
699184.npz	False	87	231	0.37662337662337664
699218.npz	False	104	244	0.4262295081967213
699246.npz	False	154	322	0.4782608695652174
700015.npz	False	400	495	0.8080808080808081
700598.npz	False	825	1049	0.786463298379409
701176.npz	False	352	625	0.5632
701347.npz	False	498	783	0.6360153256704981
701521.npz	False	314	488	0.6434426229508197
702113.npz	False	704	909	0.7744774477447744
702438.npz	False	21	117	0.1794871794871795
702450.npz	False	86	264	0.32575757575757575
7029.npz	False	1202	1867	0.6438136047134441
70448.npz	False	469	895	0.524022346368715
70601.npz	False	242	370	0.654054054054054
706191.npz	False	861	1254	0.6866028708133971
706433.npz	False	100	197	0.5076142131979695
706434.npz	False	101	263	0.3840304182509506
706436.npz	False	100	517	0.19342359767891681
706437.npz	False	142	250	0.568
7070.npz	False	1149	1734	0.6626297577854672
708616.npz	False	91	169	0.5384615384615384
709032.npz	False	452	647	0.6986089644513137
7091.npz	False	1148	1732	0.6628175519630485
709986.npz	False	586	793	0.7389659520807061
709991.npz	False	483	607	0.7957166392092258
710393.npz	False	77	219	0.3515981735159817
710685.npz	False	1131	1391	0.8130841121495327
710696.npz	False	693	977	0.7093142272262026
712898.npz	False	833	1157	0.7199654278305964
712938.npz	False	238	335	0.7104477611940299
713887.npz	False	36	195	0.18461538461538463
71421.npz	False	59	356	0.16573033707865167
714313.npz	False	198	294	0.673469387755102
714943.npz	False	144	422	0.3412322274881517
714995.npz	False	140	426	0.3286384976525822
715225.npz	False	147	555	0.2648648648648649
715226.npz	False	67	383	0.17493472584856398
715451.npz	False	709	924	0.7673160173160173
7159.npz	False	1284	1994	0.6439317953861585
7165.npz	False	1242	1808	0.6869469026548672
716541.npz	False	471	712	0.6615168539325843
716544.npz	False	315	401	0.7855361596009975
717231.npz	False	399	606	0.6584158415841584
7176.npz	False	1197	1846	0.6484290357529794
717606.npz	False	126	477	0.2641509433962264
717608.npz	False	354	543	0.6519337016574586
717773.npz	False	427	513	0.8323586744639376
717774.npz	False	811	1165	0.696137339055794
717785.npz	False	779	1049	0.7426120114394662
717959.npz	False	308	425	0.7247058823529412
717960.npz	False	179	301	0.5946843853820598
717962.npz	False	396	578	0.6851211072664359
718252.npz	False	329	523	0.6290630975143403
718254.npz	False	155	476	0.32563025210084034
718255.npz	False	437	729	0.5994513031550068
720554.npz	False	139	327	0.42507645259938837
720555.npz	False	720	1038	0.6936416184971098
7217.npz	False	1385	2078	0.6665062560153994
7222.npz	False	1443	2203	0.655015887426237
722438.npz	False	84	131	0.6412213740458015
7227.npz	False	10065	10132	0.9933872878010265
7237.npz	False	1403	2111	0.6646139270487921
7244.npz	False	1399	2134	0.6555763823805061
7245.npz	False	1438	2119	0.6786219915054271
7260.npz	False	1367	2092	0.6534416826003824
741091.npz	False	962	1320	0.7287878787878788
742159.npz	False	471	1088	0.4329044117647059
7425.npz	False	830	1397	0.5941302791696492
742723.npz	False	18	117	0.15384615384615385
742740.npz	False	153	289	0.5294117647058824
742766.npz	False	86	239	0.3598326359832636
742767.npz	False	100	257	0.38910505836575876
742821.npz	False	60	242	0.24793388429752067
743299.npz	False	589	715	0.8237762237762237
743525.npz	False	551	693	0.7950937950937951
743718.npz	False	548	748	0.732620320855615
743720.npz	False	897	1293	0.6937354988399071
743721.npz	False	647	787	0.8221092757306226
743722.npz	False	726	872	0.8325688073394495
743965.npz	False	96	149	0.6442953020134228
744872.npz	False	415	733	0.5661664392905866
744980.npz	False	428	700	0.6114285714285714
745277.npz	False	932	1299	0.7174749807544265
74546.npz	False	378	535	0.7065420560747664
74547.npz	False	407	627	0.6491228070175439
7460.npz	False	1086	1561	0.6957078795643818
747365.npz	False	412	528	0.7803030303030303
747682.npz	False	13	79	0.16455696202531644
748224.npz	False	45	223	0.20179372197309417
748671.npz	False	290	443	0.654627539503386
748727.npz	False	601	931	0.6455424274973147
749222.npz	False	401	547	0.7330895795246801
749414.npz	False	1430	1853	0.7717215326497572
749927.npz	False	1426	1950	0.7312820512820513
754027.npz	False	57	167	0.3413173652694611
754252.npz	False	473	610	0.7754098360655738
755731.npz	False	557	850	0.6552941176470588
755732.npz	False	426	557	0.7648114901256733
756067.npz	False	100	421	0.2375296912114014
756272.npz	False	529	748	0.7072192513368984
756883.npz	False	426	572	0.7447552447552448
757424.npz	False	949	1386	0.6847041847041847
759362.npz	False	485	727	0.6671251719394773
759914.npz	False	385	546	0.7051282051282052
760011.npz	False	294	551	0.5335753176043557
760142.npz	False	409	540	0.7574074074074074
760192.npz	False	793	920	0.8619565217391304
760568.npz	False	544	822	0.6618004866180048
76114.npz	False	753	982	0.7668024439918534
761193.npz	False	695	859	0.8090803259604191
762051.npz	False	374	568	0.6584507042253521
762376.npz	False	1240	1780	0.6966292134831461
762550.npz	False	372	551	0.6751361161524501
762903.npz	False	497	665	0.7473684210526316
762948.npz	False	363	488	0.7438524590163934
762963.npz	False	81	288	0.28125
762982.npz	False	76	304	0.25
762983.npz	False	166	327	0.5076452599388379
762984.npz	False	160	391	0.4092071611253197
763034.npz	False	136	372	0.3655913978494624
764298.npz	False	59	289	0.2041522491349481
764299.npz	False	49	277	0.17689530685920576
765123.npz	False	199	389	0.5115681233933161
765177.npz	False	179	273	0.6556776556776557
765420.npz	False	43	315	0.1365079365079365
765698.npz	False	1133	1651	0.6862507571168989
765910.npz	False	298	482	0.6182572614107884
765952.npz	False	304	437	0.6956521739130435
7668.npz	False	1183	1746	0.6775486827033219
767031.npz	False	362	444	0.8153153153153153
767100.npz	False	38	128	0.296875
768066.npz	False	841	1142	0.7364273204903677
768670.npz	False	414	580	0.7137931034482758
768679.npz	False	370	504	0.7341269841269841
76869.npz	False	1101	1447	0.7608845888044229
768706.npz	False	997	1354	0.7363367799113737
768726.npz	False	107	259	0.41312741312741313
771870.npz	False	816	1333	0.6121530382595649
7719.npz	False	895	1372	0.652332361516035
7739.npz	False	2112	3015	0.700497512437811
78245.npz	False	915	1240	0.7379032258064516
7897.npz	False	2993	3826	0.7822791427077889
795359.npz	False	325	432	0.7523148148148148
7955.npz	False	6773	7377	0.9181238986037684
795797.npz	False	436	576	0.7569444444444444
796620.npz	False	347	563	0.6163410301953819
797209.npz	False	169	402	0.42039800995024873
797210.npz	False	450	663	0.6787330316742082
79929.npz	False	377	477	0.790356394129979
8083.npz	False	3580	4503	0.795025538529869
8090.npz	False	3237	4134	0.7830188679245284
8128.npz	False	12	32	0.375
83332.npz	False	83	511	0.162426614481409
83406.npz	False	619	816	0.758578431372549
8364.npz	False	5977	6509	0.9182670149024428
84588.npz	False	456	668	0.6826347305389222
85643.npz	False	758	1025	0.7395121951219512
856793.npz	False	352	482	0.7302904564315352
857087.npz	False	721	909	0.7931793179317932
857571.npz	False	44	286	0.15384615384615385
858215.npz	False	431	635	0.6787401574803149
858619.npz	False	568	754	0.753315649867374
859194.npz	False	50	91	0.5494505494505495
85962.npz	False	1129	1138	0.992091388400703
85963.npz	False	35	230	0.15217391304347827
859654.npz	False	232	285	0.8140350877192982
860228.npz	False	369	449	0.821826280623608
861208.npz	False	916	1369	0.6691015339663988
861360.npz	False	649	891	0.7283950617283951
861557.npz	False	935	1450	0.6448275862068965
862514.npz	False	79	281	0.28113879003558717
862515.npz	False	122	256	0.4765625
862517.npz	False	109	239	0.4560669456066946
862719.npz	False	396	610	0.6491803278688525
862751.npz	False	1011	1397	0.7236936292054402
862908.npz	False	460	598	0.7692307692307693
862965.npz	False	421	614	0.6856677524429967
864563.npz	False	71	326	0.21779141104294478
864564.npz	False	57	222	0.25675675675675674
864565.npz	False	180	338	0.5325443786982249
864567.npz	False	149	329	0.45288753799392095
864570.npz	False	86	257	0.3346303501945525
865938.npz	False	369	453	0.8145695364238411
866771.npz	False	114	227	0.5022026431718062
866774.npz	False	49	155	0.3161290322580645
866775.npz	False	331	505	0.6554455445544555
866776.npz	False	153	320	0.478125
867900.npz	False	527	638	0.8260188087774295
867903.npz	False	234	475	0.4926315789473684
868131.npz	False	399	516	0.7732558139534884
868864.npz	False	342	473	0.7230443974630021
869209.npz	False	313	477	0.6561844863731656
869210.npz	False	520	683	0.7613469985358712
871237.npz	False	117	284	0.4119718309859155
871271.npz	False	19	74	0.25675675675675674
871585.npz	False	835	991	0.8425832492431887
873448.npz	False	130	286	0.45454545454545453
873449.npz	False	141	254	0.5551181102362205
873517.npz	False	119	278	0.42805755395683454
873533.npz	False	169	302	0.5596026490066225
875328.npz	False	838	1038	0.8073217726396917
876142.npz	False	87	246	0.35365853658536583
87626.npz	False	234	459	0.5098039215686274
879243.npz	False	290	393	0.7379134860050891
879305.npz	False	55	192	0.2864583333333333
879308.npz	False	32	143	0.22377622377622378
879309.npz	False	75	266	0.2819548872180451
879310.npz	False	44	258	0.17054263565891473
880070.npz	False	617	754	0.8183023872679045
880072.npz	False	482	672	0.7172619047619048
88036.npz	False	2760	4345	0.6352128883774454
880447.npz	False	116	193	0.6010362694300518
880724.npz	False	369	495	0.7454545454545455
881621.npz	False	499	778	0.6413881748071979
882.npz	False	736	1023	0.7194525904203324
882102.npz	False	739	1049	0.7044804575786463
882378.npz	False	528	663	0.7963800904977375
882884.npz	False	873	1226	0.7120717781402937
883.npz	False	502	809	0.6205191594561187
886377.npz	False	556	637	0.8728414442700158
886882.npz	False	214	469	0.4562899786780384
887324.npz	False	237	531	0.4463276836158192
887325.npz	False	166	459	0.3616557734204793
887327.npz	False	182	398	0.457286432160804
887898.npz	False	256	517	0.4951644100580271
887929.npz	False	247	468	0.5277777777777778
888048.npz	False	199	388	0.5128865979381443
888049.npz	False	127	342	0.3713450292397661
888052.npz	False	81	272	0.2977941176470588
888056.npz	False	85	333	0.2552552552552553
888057.npz	False	188	413	0.4552058111380145
888059.npz	False	56	249	0.2248995983935743
888060.npz	False	197	462	0.4264069264069264
888741.npz	False	89	367	0.24250681198910082
888742.npz	False	199	438	0.454337899543379
888743.npz	False	156	277	0.5631768953068592
888746.npz	False	110	304	0.3618421052631579
888832.npz	False	151	311	0.4855305466237942
888833.npz	False	179	387	0.4625322997416021
889201.npz	False	171	327	0.5229357798165137
889513.npz	False	156	333	0.46846846846846846
891391.npz	False	314	469	0.6695095948827292
89187.npz	False	319	663	0.48114630467571645
891974.npz	False	686	927	0.7400215749730313
9031.npz	False	4755	5208	0.9130184331797235
903503.npz	False	64	136	0.47058823529411764
903510.npz	False	935	1380	0.677536231884058
903814.npz	False	572	864	0.6620370370370371
904293.npz	False	204	300	0.68
904294.npz	False	66	192	0.34375
904296.npz	False	63	221	0.2850678733031674
904306.npz	False	168	282	0.5957446808510638
906968.npz	False	361	625	0.5776
907239.npz	False	285	419	0.6801909307875895
907931.npz	False	65	248	0.2620967741935484
907965.npz	False	91	254	0.35826771653543305
908337.npz	False	124	209	0.5933014354066986
908338.npz	False	63	232	0.27155172413793105
908340.npz	False	82	333	0.24624624624624625
908612.npz	False	39	221	0.17647058823529413
908937.npz	False	420	507	0.8284023668639053
9103.npz	False	2042	2656	0.7688253012048193
910313.npz	False	128	282	0.45390070921985815
910314.npz	False	47	154	0.3051948051948052
911045.npz	False	975	1400	0.6964285714285714
911104.npz	False	104	324	0.32098765432098764
913848.npz	False	125	330	0.3787878787878788
9258.npz	False	3123	3817	0.8181818181818182
926562.npz	False	465	564	0.824468085106383
926569.npz	False	412	638	0.64576802507837
927666.npz	False	341	492	0.693089430894309
929506.npz	False	369	570	0.6473684210526316
930171.npz	False	756	1042	0.72552783109405
9305.npz	False	4291	5004	0.8575139888089528
93059.npz	False	408	558	0.7311827956989247
93060.npz	False	399	570	0.7
93061.npz	False	491	763	0.6435124508519003
93062.npz	False	149	408	0.36519607843137253
930942.npz	False	143	263	0.5437262357414449
930945.npz	False	419	546	0.7673992673992674
930946.npz	False	21	164	0.12804878048780488
931626.npz	False	560	863	0.6488991888760139
931890.npz	False	730	1087	0.671573137074517
933115.npz	False	230	394	0.583756345177665
933801.npz	False	337	458	0.7358078602620087
936140.npz	False	195	370	0.527027027027027
936155.npz	False	329	466	0.7060085836909872
937774.npz	False	310	477	0.649895178197065
940190.npz	False	291	464	0.6271551724137931
940615.npz	False	177	374	0.4732620320855615
94122.npz	False	759	949	0.7997892518440464
941770.npz	False	46	144	0.3194444444444444
944547.npz	False	495	718	0.6894150417827298
944559.npz	False	202	468	0.43162393162393164
944560.npz	False	64	261	0.24521072796934865
944562.npz	False	130	262	0.4961832061068702
944564.npz	False	20	218	0.09174311926605505
944565.npz	False	32	113	0.2831858407079646
945021.npz	False	425	649	0.6548536209553159
945543.npz	False	87	592	0.14695945945945946
945712.npz	False	75	301	0.24916943521594684
9483.npz	False	37	327	0.11314984709480122
9544.npz	False	4205	5003	0.840495702578453
9593.npz	False	4383	5309	0.8255792051233753
9598.npz	False	4320	5166	0.8362369337979094
9601.npz	False	4286	5102	0.840062720501764
9606.npz	False	16415	16439	0.9985400571810937
9615.npz	False	7421	7923	0.9366401615549665
9646.npz	False	4353	5034	0.864719904648391
96561.npz	False	567	749	0.7570093457943925
9669.npz	False	24	173	0.13872832369942195
9685.npz	False	4546	5285	0.8601702932828761
9739.npz	False	20	110	0.18181818181818182
977880.npz	False	1257	1569	0.8011472275334608
9785.npz	False	19	171	0.1111111111111111
979556.npz	False	730	1060	0.6886792452830188
9796.npz	False	4665	5395	0.8646895273401297
981222.npz	False	532	696	0.764367816091954
9813.npz	False	9	57	0.15789473684210525
981383.npz	False	118	377	0.3129973474801061
9823.npz	False	7694	8201	0.938178270942568
983544.npz	False	499	601	0.8302828618968386
983545.npz	False	785	971	0.8084449021627188
983548.npz	False	494	592	0.8344594594594594
983920.npz	False	325	565	0.5752212389380531
984892.npz	False	528	719	0.7343532684283728
985002.npz	False	498	745	0.6684563758389261
985053.npz	False	379	481	0.7879417879417879
985665.npz	False	931	1398	0.6659513590844063
985867.npz	False	83	198	0.41919191919191917
986075.npz	False	56	337	0.1661721068249258
990316.npz	False	387	553	0.6998191681735986
9913.npz	False	8194	8615	0.951131746952989
991905.npz	False	856	1241	0.6897663174858985
992406.npz	False	312	395	0.789873417721519
99287.npz	False	1156	1485	0.7784511784511785
996637.npz	False	448	647	0.6924265842349304
997346.npz	False	128	554	0.23104693140794225
997352.npz	False	130	237	0.5485232067510548
997353.npz	False	140	243	0.5761316872427984
997830.npz	False	98	244	0.4016393442622951
998088.npz	False	820	1103	0.743427017225748
9986.npz	False	34	292	0.11643835616438356
99883.npz	False	13	41	0.3170731707317073
999541.npz	False	1304	1763	0.7396483267158253
999630.npz	False	381	464	0.8211206896551724
